Days Since Servicing,Warranty Status,Days Since Purchase,Company,Status
374.0,True,905.0,4,Urgent Servicing Required
172.0,True,638.0,2,No servicing required
358.0,False,373.0,3,No servicing required
202.0,True,588.0,1,No servicing required
262.0,False,871.0,4,Delay for servicing
134.0,True,709.0,3,No servicing required
325.0,True,973.0,1,Urgent Servicing Required
184.0,True,309.0,2,Perfect
476.0,True,836.0,4,Urgent Servicing Required
295.0,False,935.0,3,Delay for servicing
87.0,False,327.0,2,No servicing required
699.0,True,868.0,2,Urgent Servicing Required
405.0,True,423.0,4,No servicing required
126.0,True,734.0,2,No servicing required
148.0,True,400.0,4,No servicing required
302.0,True,939.0,3,Urgent Servicing Required
589.0,True,891.0,2,Urgent Servicing Required
346.0,True,457.0,3,No servicing required
185.0,True,595.0,2,No servicing required
195.0,True,848.0,2,Service required soon
1.0,True,102.0,3,Perfect
175.0,True,223.0,2,Perfect
509.0,True,961.0,3,Delay for servicing
288.0,False,950.0,4,Delay for servicing
460.0,True,858.0,3,Urgent Servicing Required
230.0,True,867.0,3,Service required soon
117.0,False,843.0,2,Urgent Servicing Required
186.0,True,942.0,2,Urgent Servicing Required
273.0,False,426.0,1,No servicing required
75.0,True,325.0,1,Perfect
416.0,False,958.0,2,Delay for servicing
471.0,True,894.0,4,Urgent Servicing Required
177.0,False,428.0,3,No servicing required
253.0,True,839.0,4,Service required soon
402.0,False,891.0,1,Urgent Servicing Required
753.0,False,959.0,1,Ground
220.0,False,884.0,4,Urgent Servicing Required
61.0,True,451.0,1,No servicing required
194.0,False,394.0,3,No servicing required
448.0,True,843.0,4,Urgent Servicing Required
46.0,True,661.0,4,No servicing required
496.0,False,597.0,3,Service required soon
336.0,True,597.0,2,No servicing required
311.0,False,768.0,4,Urgent Servicing Required
142.0,True,533.0,1,No servicing required
714.0,False,893.0,2,Delay for servicing
454.0,True,659.0,3,Service required soon
426.0,True,832.0,3,Service required soon
453.0,True,656.0,2,No servicing required
332.0,True,740.0,3,Service required soon
164.0,True,277.0,2,Perfect
101.0,True,931.0,2,Service required soon
109.0,False,116.0,2,Perfect
88.0,True,752.0,2,No servicing required
224.0,True,621.0,2,No servicing required
371.0,False,731.0,4,Urgent Servicing Required
181.0,True,283.0,4,Perfect
54.0,True,789.0,2,No servicing required
581.0,True,825.0,2,Urgent Servicing Required
30.0,True,73.0,4,Perfect
481.0,False,486.0,1,No servicing required
716.0,True,818.0,2,Urgent Servicing Required
371.0,True,853.0,2,Urgent Servicing Required
732.0,True,840.0,3,Urgent Servicing Required
482.0,False,680.0,4,Urgent Servicing Required
204.0,True,827.0,3,Service required soon
114.0,True,734.0,2,No servicing required
431.0,True,701.0,4,Service required soon
340.0,True,869.0,2,Service required soon
956.0,True,980.0,4,Ground
507.0,False,640.0,4,Service required soon
593.0,True,967.0,3,Delay for servicing
819.0,False,822.0,2,Delay for servicing
229.0,False,891.0,2,Urgent Servicing Required
184.0,True,200.0,4,Perfect
110.0,True,173.0,4,Perfect
352.0,True,816.0,2,Service required soon
119.0,True,870.0,2,Service required soon
466.0,False,848.0,4,Delay for servicing
721.0,False,985.0,2,Ground
129.0,False,664.0,1,Service required soon
373.0,True,620.0,4,No servicing required
233.0,True,484.0,3,No servicing required
924.0,False,999.0,1,Ground
73.0,True,708.0,4,No servicing required
788.0,True,976.0,4,Delay for servicing
169.0,False,716.0,4,Service required soon
243.0,True,904.0,1,Service required soon
249.0,True,589.0,1,No servicing required
167.0,True,360.0,2,Perfect
116.0,False,789.0,3,Service required soon
37.0,True,779.0,4,Service required soon
399.0,True,850.0,4,Urgent Servicing Required
470.0,True,731.0,4,Service required soon
443.0,True,559.0,1,No servicing required
175.0,False,642.0,3,Service required soon
240.0,False,538.0,3,No servicing required
133.0,True,476.0,3,No servicing required
369.0,True,587.0,4,No servicing required
634.0,True,990.0,4,Delay for servicing
427.0,True,520.0,3,No servicing required
183.0,False,322.0,4,No servicing required
157.0,False,903.0,1,Urgent Servicing Required
31.0,True,834.0,2,Service required soon
120.0,False,523.0,2,No servicing required
579.0,True,693.0,1,No servicing required
292.0,True,994.0,2,Urgent Servicing Required
8.0,False,985.0,2,Urgent Servicing Required
705.0,False,988.0,2,Ground
493.0,False,555.0,4,Service required soon
592.0,True,974.0,2,Delay for servicing
146.0,True,388.0,3,Perfect
685.0,False,846.0,4,Delay for servicing
916.0,True,973.0,4,Delay for servicing
302.0,True,703.0,2,No servicing required
5.0,True,760.0,2,No servicing required
798.0,True,826.0,2,Urgent Servicing Required
28.0,True,963.0,1,Service required soon
222.0,False,907.0,2,Delay for servicing
77.0,True,432.0,2,Perfect
58.0,True,600.0,3,No servicing required
741.0,False,816.0,3,Delay for servicing
407.0,True,774.0,3,Service required soon
50.0,True,817.0,3,Service required soon
376.0,True,648.0,1,No servicing required
419.0,False,856.0,4,Delay for servicing
73.0,False,168.0,3,Perfect
463.0,True,799.0,3,Service required soon
628.0,True,859.0,3,Urgent Servicing Required
383.0,True,598.0,3,No servicing required
197.0,True,337.0,2,Perfect
387.0,True,671.0,4,Service required soon
257.0,True,360.0,2,Perfect
578.0,True,840.0,4,Urgent Servicing Required
219.0,False,470.0,3,No servicing required
445.0,True,985.0,1,Urgent Servicing Required
148.0,True,612.0,4,No servicing required
752.0,True,958.0,4,Delay for servicing
185.0,True,597.0,2,No servicing required
29.0,True,565.0,2,No servicing required
176.0,True,960.0,3,Urgent Servicing Required
459.0,True,921.0,4,Urgent Servicing Required
38.0,True,782.0,1,No servicing required
77.0,False,325.0,2,No servicing required
324.0,True,969.0,3,Urgent Servicing Required
486.0,True,698.0,4,Service required soon
11.0,True,606.0,4,No servicing required
77.0,False,285.0,3,Perfect
129.0,True,557.0,2,No servicing required
762.0,False,921.0,2,Delay for servicing
439.0,False,572.0,4,Service required soon
66.0,True,841.0,3,Service required soon
660.0,False,986.0,4,Ground
241.0,True,857.0,3,Service required soon
286.0,True,663.0,2,No servicing required
9.0,False,542.0,4,No servicing required
583.0,False,811.0,1,Urgent Servicing Required
889.0,False,979.0,4,Ground
23.0,True,945.0,4,Urgent Servicing Required
257.0,True,988.0,4,Urgent Servicing Required
355.0,True,534.0,4,No servicing required
465.0,True,793.0,4,Service required soon
356.0,False,527.0,3,No servicing required
12.0,True,834.0,2,Service required soon
786.0,False,901.0,1,Delay for servicing
125.0,False,402.0,3,No servicing required
320.0,True,460.0,4,No servicing required
840.0,True,966.0,2,Delay for servicing
52.0,True,294.0,3,Perfect
230.0,True,279.0,3,Perfect
509.0,True,517.0,1,No servicing required
835.0,False,902.0,2,Delay for servicing
228.0,True,985.0,1,Urgent Servicing Required
28.0,True,310.0,1,Perfect
639.0,False,938.0,4,Delay for servicing
496.0,True,908.0,1,Urgent Servicing Required
72.0,True,194.0,3,Perfect
173.0,True,330.0,1,Perfect
675.0,False,703.0,1,Urgent Servicing Required
34.0,False,682.0,3,Service required soon
600.0,True,840.0,4,Urgent Servicing Required
170.0,True,524.0,2,No servicing required
237.0,False,523.0,2,No servicing required
521.0,False,992.0,2,Delay for servicing
756.0,False,875.0,2,Delay for servicing
629.0,False,657.0,4,Urgent Servicing Required
637.0,True,663.0,3,Service required soon
179.0,True,438.0,1,Perfect
267.0,True,818.0,2,Service required soon
378.0,True,641.0,2,No servicing required
400.0,True,817.0,1,Service required soon
124.0,True,845.0,4,Service required soon
38.0,False,826.0,2,Service required soon
10.0,True,499.0,2,No servicing required
859.0,False,935.0,4,Ground
58.0,True,333.0,1,Perfect
160.0,True,184.0,1,Perfect
680.0,True,943.0,2,Urgent Servicing Required
229.0,False,729.0,3,Service required soon
474.0,False,623.0,4,Service required soon
647.0,True,942.0,4,Delay for servicing
297.0,True,777.0,1,Service required soon
235.0,True,803.0,1,Service required soon
654.0,True,910.0,3,Delay for servicing
418.0,True,658.0,3,No servicing required
617.0,True,887.0,1,Urgent Servicing Required
582.0,True,678.0,3,Service required soon
274.0,False,774.0,1,Service required soon
222.0,True,628.0,2,No servicing required
42.0,True,979.0,3,Urgent Servicing Required
377.0,True,705.0,1,No servicing required
348.0,False,785.0,4,Urgent Servicing Required
294.0,True,880.0,4,Urgent Servicing Required
364.0,True,969.0,3,Urgent Servicing Required
606.0,True,918.0,4,Delay for servicing
855.0,False,960.0,1,Ground
569.0,True,907.0,2,Urgent Servicing Required
117.0,True,321.0,2,Perfect
430.0,False,508.0,1,No servicing required
569.0,True,929.0,1,Urgent Servicing Required
44.0,False,134.0,3,Perfect
537.0,True,598.0,3,No servicing required
295.0,True,719.0,2,No servicing required
756.0,True,872.0,4,Delay for servicing
7.0,False,311.0,3,No servicing required
382.0,False,412.0,4,No servicing required
461.0,True,930.0,1,Urgent Servicing Required
268.0,False,756.0,3,Urgent Servicing Required
450.0,True,660.0,2,No servicing required
246.0,True,249.0,4,Perfect
115.0,True,491.0,2,No servicing required
122.0,True,871.0,2,Service required soon
78.0,True,505.0,3,No servicing required
115.0,False,415.0,2,No servicing required
102.0,False,566.0,4,No servicing required
597.0,True,782.0,4,Urgent Servicing Required
667.0,True,862.0,2,Urgent Servicing Required
619.0,True,648.0,1,No servicing required
121.0,True,287.0,1,Perfect
91.0,False,284.0,3,Perfect
59.0,False,540.0,4,No servicing required
463.0,True,545.0,2,No servicing required
28.0,True,520.0,1,No servicing required
298.0,True,773.0,4,Service required soon
202.0,True,279.0,4,Perfect
22.0,True,286.0,1,Perfect
132.0,True,738.0,3,No servicing required
16.0,False,609.0,4,No servicing required
388.0,False,404.0,3,No servicing required
439.0,True,574.0,3,No servicing required
338.0,True,774.0,3,Service required soon
361.0,True,362.0,4,No servicing required
681.0,True,987.0,1,Delay for servicing
220.0,True,890.0,1,Service required soon
228.0,True,567.0,2,No servicing required
533.0,True,601.0,4,No servicing required
357.0,True,870.0,2,Urgent Servicing Required
56.0,True,565.0,1,No servicing required
173.0,False,581.0,3,No servicing required
339.0,True,699.0,3,No servicing required
285.0,False,362.0,3,No servicing required
356.0,True,627.0,1,No servicing required
266.0,True,859.0,1,Service required soon
438.0,True,870.0,3,Urgent Servicing Required
24.0,True,891.0,3,Service required soon
334.0,True,385.0,1,Perfect
112.0,True,377.0,2,Perfect
9.0,True,806.0,3,Service required soon
830.0,True,855.0,4,Delay for servicing
253.0,False,427.0,3,No servicing required
274.0,False,905.0,3,Delay for servicing
58.0,True,816.0,2,Service required soon
623.0,True,991.0,2,Delay for servicing
56.0,False,940.0,4,Delay for servicing
389.0,False,581.0,2,No servicing required
2.0,True,337.0,1,Perfect
179.0,True,975.0,2,Urgent Servicing Required
157.0,False,557.0,3,No servicing required
183.0,True,724.0,1,No servicing required
411.0,True,798.0,4,Service required soon
179.0,True,971.0,4,Urgent Servicing Required
770.0,True,970.0,4,Delay for servicing
68.0,True,595.0,2,No servicing required
366.0,False,996.0,4,Delay for servicing
384.0,False,635.0,2,Service required soon
561.0,True,993.0,2,Delay for servicing
500.0,False,511.0,2,No servicing required
590.0,False,598.0,1,Service required soon
10.0,True,56.0,3,Perfect
1.0,False,690.0,4,Service required soon
259.0,True,742.0,3,Service required soon
85.0,True,104.0,1,Perfect
8.0,True,786.0,4,Service required soon
187.0,True,997.0,1,Urgent Servicing Required
600.0,False,770.0,2,Urgent Servicing Required
433.0,False,515.0,1,No servicing required
655.0,True,705.0,4,Service required soon
251.0,True,286.0,3,Perfect
899.0,False,932.0,3,Ground
267.0,True,452.0,2,No servicing required
135.0,True,519.0,4,No servicing required
830.0,True,948.0,2,Delay for servicing
202.0,True,231.0,3,Perfect
2.0,False,633.0,3,No servicing required
305.0,True,355.0,3,No servicing required
228.0,False,544.0,2,No servicing required
545.0,False,594.0,2,Service required soon
95.0,True,499.0,2,No servicing required
146.0,True,688.0,2,No servicing required
418.0,False,634.0,2,Service required soon
85.0,True,633.0,3,No servicing required
339.0,True,872.0,3,Urgent Servicing Required
179.0,False,316.0,4,No servicing required
271.0,True,778.0,2,Service required soon
133.0,True,491.0,1,No servicing required
16.0,True,288.0,4,Perfect
716.0,True,893.0,2,Urgent Servicing Required
580.0,True,708.0,2,Service required soon
751.0,False,968.0,1,Ground
79.0,True,163.0,4,Perfect
322.0,True,409.0,1,No servicing required
611.0,True,997.0,3,Delay for servicing
392.0,False,798.0,4,Urgent Servicing Required
87.0,True,963.0,2,Urgent Servicing Required
116.0,False,633.0,3,No servicing required
238.0,True,583.0,3,No servicing required
513.0,True,944.0,3,Urgent Servicing Required
152.0,True,663.0,2,No servicing required
350.0,False,914.0,3,Delay for servicing
605.0,False,620.0,1,Service required soon
275.0,False,386.0,4,No servicing required
101.0,False,648.0,3,No servicing required
479.0,False,712.0,1,Service required soon
315.0,True,976.0,2,Urgent Servicing Required
426.0,False,850.0,4,Delay for servicing
886.0,True,965.0,3,Delay for servicing
19.0,True,304.0,1,Perfect
212.0,True,713.0,1,No servicing required
82.0,True,876.0,3,Service required soon
179.0,False,760.0,1,Service required soon
506.0,True,896.0,4,Urgent Servicing Required
184.0,False,703.0,3,Service required soon
26.0,False,36.0,3,Perfect
421.0,True,989.0,1,Urgent Servicing Required
55.0,True,238.0,3,Perfect
587.0,True,979.0,2,Delay for servicing
103.0,False,141.0,1,Perfect
144.0,True,407.0,3,No servicing required
66.0,True,287.0,1,Perfect
320.0,True,826.0,4,Service required soon
33.0,True,919.0,1,Service required soon
115.0,True,358.0,2,Perfect
200.0,False,790.0,4,Urgent Servicing Required
297.0,True,953.0,4,Urgent Servicing Required
502.0,False,895.0,2,Delay for servicing
548.0,False,804.0,1,Urgent Servicing Required
316.0,True,446.0,1,No servicing required
93.0,True,956.0,2,Urgent Servicing Required
287.0,True,494.0,3,No servicing required
67.0,False,717.0,2,Service required soon
388.0,True,840.0,4,Urgent Servicing Required
121.0,True,674.0,3,No servicing required
15.0,True,418.0,3,Perfect
587.0,True,853.0,2,Urgent Servicing Required
992.0,False,995.0,4,Ground
930.0,True,973.0,2,Delay for servicing
236.0,True,789.0,3,Service required soon
795.0,True,868.0,1,Urgent Servicing Required
168.0,False,290.0,3,No servicing required
532.0,False,669.0,3,Service required soon
421.0,True,933.0,1,Urgent Servicing Required
591.0,True,857.0,1,Urgent Servicing Required
456.0,True,746.0,2,Service required soon
167.0,True,631.0,2,No servicing required
283.0,True,666.0,3,No servicing required
572.0,False,695.0,4,Urgent Servicing Required
487.0,False,954.0,1,Delay for servicing
144.0,True,197.0,2,Perfect
401.0,False,484.0,3,No servicing required
161.0,True,640.0,1,No servicing required
182.0,False,564.0,4,No servicing required
629.0,True,813.0,4,Urgent Servicing Required
710.0,False,876.0,4,Delay for servicing
333.0,False,973.0,1,Delay for servicing
607.0,True,731.0,1,Service required soon
156.0,True,289.0,4,Perfect
228.0,True,958.0,1,Urgent Servicing Required
600.0,True,723.0,1,Service required soon
489.0,False,602.0,4,Service required soon
111.0,False,710.0,4,Service required soon
612.0,True,964.0,4,Delay for servicing
984.0,True,998.0,4,Ground
537.0,False,545.0,2,No servicing required
591.0,True,645.0,1,No servicing required
588.0,False,808.0,4,Delay for servicing
527.0,True,550.0,2,No servicing required
540.0,True,586.0,3,No servicing required
466.0,True,822.0,1,Service required soon
752.0,True,926.0,3,Delay for servicing
133.0,True,359.0,3,Perfect
85.0,False,468.0,4,No servicing required
87.0,True,475.0,3,No servicing required
171.0,True,762.0,2,Service required soon
104.0,True,987.0,3,Urgent Servicing Required
654.0,False,943.0,1,Delay for servicing
351.0,True,673.0,2,No servicing required
62.0,True,207.0,4,Perfect
136.0,False,885.0,1,Urgent Servicing Required
745.0,True,960.0,1,Delay for servicing
108.0,True,447.0,4,No servicing required
614.0,True,799.0,1,Service required soon
746.0,True,759.0,3,Urgent Servicing Required
313.0,True,594.0,4,No servicing required
